Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
8.97522E-4,79.764560415,0.96895646,0.016977549,0.808917197,0.820512821
9.1119E-4,80.035961735,0.970555352,0.016642466,0.813694268,0.826923077
9.16584E-4,80.310758698,0.971163521,0.016307383,0.816878981,0.826923077
9.33765E-4,80.589174222,0.973017918,0.0159723,0.820063694,0.826923077
9.37718E-4,80.77659951,0.973427453,0.015748911,0.821656051,0.833333333
9.536E-4,81.060008565,0.975011026,0.015413828,0.823248408,0.83974359
9.63586E-4,81.252713696,0.975958113,0.015190439,0.824840764,0.852564103
9.83271E-4,81.546659788,0.977721106,0.014855356,0.826433121,0.852564103
9.98825E-4,81.844584726,0.979022148,0.014520273,0.828025478,0.858974359
1.00194E-3,82.044770586,0.97927368,0.014296884,0.828025478,0.865384615
1.02517E-3,82.349189471,0.9810553,0.013961801,0.829617834,0.871794872
1.02517E-3,82.554224333,0.9810553,0.013626717,0.829617834,0.871794872
1.02962E-3,82.760147366,0.981378008,0.013403328,0.834394904,0.878205128
1.0428E-3,83.071504197,0.982304279,0.01317994,0.840764331,0.878205128
1.04964E-3,83.281297019,0.982766193,0.012956551,0.842356688,0.884615385
1.06389E-3,83.598828054,0.983690371,0.012621468,0.842356688,0.884615385
1.07327E-3,83.813252677,0.984271753,0.012398079,0.843949045,0.884615385
1.08058E-3,84.028770197,0.984710583,0.01217469,0.845541401,0.884615385
1.09048E-3,84.354445221,0.985285199,0.011839607,0.850318471,0.891025641
1.1259E-3,84.57958513,0.987169634,0.011616218,0.853503185,0.891025641
1.12731E-3,84.804983835,0.987239311,0.011392829,0.855095541,0.891025641
1.12893E-3,85.030658861,0.987319053,0.01116944,0.858280255,0.891025641
1.13442E-3,85.257097407,0.98758553,0.010946052,0.859872611,0.891025641
1.14366E-3,85.59834807,0.988021511,0.010610968,0.864649682,0.897435897
